Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2020-06-17 15:00:00,"Afternoon Workout",45m,"Preacher Curl (Barbell)",1,45.0,10,0,0,"","",
2020-06-17 15:00:00,"Afternoon Workout",45m,"Preacher Curl (Barbell)",2,45.0,10,0,0,,,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Preacher Curl (Barbell)",3,45.0,10,0,0,,,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bench Press (Barbell)",1,65.0,10,0,0,"",,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bench Press (Barbell)",2,65.0,10,0,0,,,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bench Press (Barbell)",3,65.0,8,0,0,,,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bent Over One Arm Row (Dumbbell)",1,35.0,10,0,0,"",,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bent Over One Arm Row (Dumbbell)",2,35.0,10,0,0,,,
2020-06-17 15:00:00,"Afternoon Workout",45m,"Bent Over One Arm Row (Dumbbell)",3,35.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",1,60.0,10,0,0,"","",
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",2,60.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",3,60.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",4,70.0,3,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",5,95.0,1,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Squat (Barbell)",1,95.0,10,0,0,"",,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Squat (Barbell)",2,95.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Squat (Barbell)",3,95.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bent Over One Arm Row (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bent Over One Arm Row (Dumbbell)",2,25.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Bent Over One Arm Row (Dumbbell)",3,25.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",1,35.0,10,0,0,"",,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",2,35.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",3,35.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Standing Calf Raise (Barbell)",1,65.0,10,0,0,"",,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Standing Calf Raise (Barbell)",2,65.0,10,0,0,,,
2020-06-19 15:00:00,"Afternoon Workout",1h,"Standing Calf Raise (Barbell)",3,65.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Skullcrusher (Dumbbell)",1,25.0,10,0,0,"","",
2020-06-20 15:00:00,"Afternoon Workout",1h,"Skullcrusher (Dumbbell)",2,25.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Skullcrusher (Dumbbell)",3,25.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",2,10.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",3,10.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",4,10.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",5,10.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",6,45.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Seated Palms Up Wrist Curl (Dumbbell)",7,45.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Row (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Row (Dumbbell)",2,25.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Row (Dumbbell)",3,25.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",1,45.0,10,0,0,"",,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",2,45.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Preacher Curl (Barbell)",3,45.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",2,45.0,10,0,0,,,
2020-06-20 15:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",3,45.0,10,0,0,,,
2020-06-21 15:00:00,"Afternoon Workout",30m,"Bench Press (Barbell)",1,65.0,10,0,0,"","",
2020-06-21 15:00:00,"Afternoon Workout",30m,"Bench Press (Barbell)",2,65.0,10,0,0,,,
2020-06-21 15:00:00,"Afternoon Workout",30m,"Bench Press (Barbell)",3,65.0,10,0,0,,,
2020-06-21 15:00:00,"Afternoon Workout",30m,"Squat (Barbell)",1,95.0,10,0,0,"",,
2020-06-21 15:00:00,"Afternoon Workout",30m,"Squat (Barbell)",2,95.0,10,0,0,,,
2020-06-21 15:00:00,"Afternoon Workout",30m,"Squat (Barbell)",3,95.0,10,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",1,74.99999999999999,5,0,0,"","",
2020-06-22 14:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",2,74.99999999999999,5,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Bench Press (Barbell)",3,74.99999999999999,5,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",1,60.0,7,0,0,"",,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",2,60.0,6,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Incline Bench Press (Barbell)",3,60.0,3,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Goblet Squat (Kettlebell)",1,35.0,12,0,0,"",,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Goblet Squat (Kettlebell)",2,35.0,12,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Goblet Squat (Kettlebell)",3,35.0,12,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Lunge (Dumbbell)",1,45.0,10,0,0,"",,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Lunge (Dumbbell)",2,45.0,10,0,0,,,
2020-06-22 14:00:00,"Afternoon Workout",1h,"Lunge (Dumbbell)",3,45.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Bench Press (Barbell)",1,74.99999999999999,5,0,0,"","PPL",
2020-06-23 14:45:35,"Push",45m,"Bench Press (Barbell)",2,74.99999999999999,5,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Bench Press (Barbell)",3,74.99999999999999,4,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Incline Bench Press (Barbell)",1,60.0,6,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Incline Bench Press (Barbell)",2,60.0,6,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Incline Bench Press (Barbell)",3,60.0,3,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Chest Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Chest Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Chest Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Seated Overhead Press (Dumbbell)",1,20.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Seated Overhead Press (Dumbbell)",2,20.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Seated Overhead Press (Dumbbell)",3,25.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Reverse Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Reverse Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Reverse Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Skullcrusher (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Skullcrusher (Dumbbell)",2,25.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Skullcrusher (Dumbbell)",3,25.0,15,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Triceps Extension (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Triceps Extension (Dumbbell)",2,25.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Triceps Extension (Dumbbell)",3,25.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Kickbacks",1,10.0,10,0,0,"",,
2020-06-23 14:45:35,"Push",45m,"Kickbacks",2,10.0,10,0,0,,,
2020-06-23 14:45:35,"Push",45m,"Kickbacks",3,10.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over Row - Underhand (Barbell)",1,65.0,10,0,0,"","PPL",
2020-06-24 15:20:32,"Pull",32m,"Bent Over Row - Underhand (Barbell)",2,55.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over Row - Underhand (Barbell)",3,55.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over Row - Underhand (Barbell)",4,55.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over Row - Underhand (Barbell)",5,55.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",1,35.0,10,0,0,"",,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",2,35.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",3,35.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",4,35.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",5,35.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bent Over One Arm Row (Dumbbell)",6,35.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Pullover (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-24 15:20:32,"Pull",32m,"Pullover (Dumbbell)",2,25.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Pullover (Dumbbell)",3,25.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bicep Curl (Barbell)",1,25.0,12,0,0,"",,
2020-06-24 15:20:32,"Pull",32m,"Bicep Curl (Barbell)",2,25.0,12,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bicep Curl (Barbell)",3,25.0,10,0,0,,,
2020-06-24 15:20:32,"Pull",32m,"Bicep Curl (Barbell)",4,25.0,10,0,0,,,
2020-06-25 17:07:08,"Legs",1h 2m,"Squat (Barbell)",1,95.0,10,0,0,"","PPL",
2020-06-25 17:07:08,"Legs",1h 2m,"Squat (Barbell)",2,95.0,10,0,0,,,
2020-06-25 17:07:08,"Legs",1h 2m,"Squat (Barbell)",3,95.0,10,0,0,,,
2020-06-25 17:07:08,"Legs",1h 2m,"Deadlift (Barbell)",1,25.0,10,0,0,"",,
2020-06-25 17:07:08,"Legs",1h 2m,"Deadlift (Barbell)",2,25.0,10,0,0,,,
2020-06-25 17:07:08,"Legs",1h 2m,"Deadlift (Barbell)",3,25.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Bench Press (Barbell)",1,74.99999999999999,10,0,0,"","PPL",
2020-06-27 13:15:23,"Push",49m,"Bench Press (Barbell)",2,74.99999999999999,5,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Bench Press (Barbell)",3,74.99999999999999,5,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Incline Bench Press (Barbell)",1,60.0,7,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Incline Bench Press (Barbell)",2,60.0,5,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Incline Bench Press (Barbell)",3,60.0,5,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Chest Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Chest Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Chest Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Seated Overhead Press (Dumbbell)",1,20.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Seated Overhead Press (Dumbbell)",2,20.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Seated Overhead Press (Dumbbell)",3,25.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Reverse Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Reverse Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Reverse Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Skullcrusher (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Skullcrusher (Dumbbell)",2,25.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Skullcrusher (Dumbbell)",3,25.0,15,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Triceps Extension (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Triceps Extension (Dumbbell)",2,25.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Triceps Extension (Dumbbell)",3,25.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",1,10.0,10,0,0,"",,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",2,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",3,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",4,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",5,10.0,10,0,0,,,
2020-06-27 13:15:23,"Push",49m,"Kickbacks",6,10.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row - Underhand (Barbell)",1,74.99999999999999,10,0,0,"","PPL",
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row - Underhand (Barbell)",2,74.99999999999999,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row - Underhand (Barbell)",3,74.99999999999999,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row (Barbell)",1,74.99999999999999,10,0,0,"",,
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row (Barbell)",2,74.99999999999999,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over Row (Barbell)",3,74.99999999999999,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",1,35.0,10,0,0,"",,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",2,35.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",3,35.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",4,35.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",5,35.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bent Over One Arm Row (Dumbbell)",6,35.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Pullover (Dumbbell)",1,25.0,10,0,0,"",,
2020-06-28 12:07:40,"Pull",26m,"Pullover (Dumbbell)",2,25.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Pullover (Dumbbell)",3,25.0,10,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bicep Curl (Barbell)",1,35.0,12,0,0,"last set is a superset till failure",,
2020-06-28 12:07:40,"Pull",26m,"Bicep Curl (Barbell)",2,35.0,12,0,0,,,
2020-06-28 12:07:40,"Pull",26m,"Bicep Curl (Barbell)",3,35.0,12,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Squat (Barbell)",1,95.0,10,0,0,"","PPL",
2020-06-29 15:47:34,"Legs",34m,"Squat (Barbell)",2,95.0,10,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Squat (Barbell)",3,95.0,10,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Front Squat (Barbell)",1,65.0,5,0,0,"",,
2020-06-29 15:47:34,"Legs",34m,"Front Squat (Barbell)",2,65.0,5,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Front Squat (Barbell)",3,65.0,5,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Front Squat (Barbell)",4,65.0,5,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Deadlift (Barbell)",1,95.0,10,0,0,"",,
2020-06-29 15:47:34,"Legs",34m,"Deadlift (Barbell)",2,95.0,10,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Deadlift (Barbell)",3,95.0,10,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Lunge (Dumbbell)",1,45.0,10,0,0,"",,
2020-06-29 15:47:34,"Legs",34m,"Lunge (Dumbbell)",2,45.0,10,0,0,,,
2020-06-29 15:47:34,"Legs",34m,"Lunge (Dumbbell)",3,45.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Bench Press (Barbell)",1,74.99999999999999,9,0,0,"","PPL",
2020-07-01 15:18:01,"Push",40m,"Bench Press (Barbell)",2,74.99999999999999,5,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Bench Press (Barbell)",3,74.99999999999999,5,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Incline Bench Press (Barbell)",1,60.0,6,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Incline Bench Press (Barbell)",2,60.0,5,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Incline Bench Press (Barbell)",3,60.0,4,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Incline Chest Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Incline Chest Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Incline Chest Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Chest Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Chest Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Chest Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Seated Overhead Press (Dumbbell)",1,20.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Seated Overhead Press (Dumbbell)",2,20.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Seated Overhead Press (Dumbbell)",3,20.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Reverse Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Reverse Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Reverse Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Skullcrusher (Dumbbell)",1,25.0,12,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Skullcrusher (Dumbbell)",2,25.0,12,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Triceps Extension (Dumbbell)",1,25.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Triceps Extension (Dumbbell)",2,25.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Triceps Extension (Dumbbell)",3,25.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",1,10.0,10,0,0,"",,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",2,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",3,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",4,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",5,10.0,10,0,0,,,
2020-07-01 15:18:01,"Push",40m,"Kickbacks",6,10.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row - Underhand (Barbell)",1,74.99999999999999,10,0,0,"","PPL",
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row - Underhand (Barbell)",2,74.99999999999999,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row - Underhand (Barbell)",3,74.99999999999999,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row (Barbell)",1,74.99999999999999,10,0,0,"",,
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row (Barbell)",2,74.99999999999999,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over Row (Barbell)",3,74.99999999999999,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",1,25.0,10,0,0,"",,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",2,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",3,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",4,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",5,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bent Over One Arm Row (Dumbbell)",6,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Lat Pulldown - Underhand (Band)",1,50.0,20,0,0,"",,
2020-07-02 15:57:13,"Pull",43m,"Pullover (Dumbbell)",1,25.0,10,0,0,"",,
2020-07-02 15:57:13,"Pull",43m,"Pullover (Dumbbell)",2,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Pullover (Dumbbell)",3,25.0,10,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bicep Curl (Barbell)",1,35.0,12,0,0,"",,
2020-07-02 15:57:13,"Pull",43m,"Bicep Curl (Barbell)",2,35.0,12,0,0,,,
2020-07-02 15:57:13,"Pull",43m,"Bicep Curl (Barbell)",3,35.0,12,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Squat (Barbell)",1,95.0,10,0,0,"","PPL",
2020-07-03 16:25:48,"Legs",36m,"Squat (Barbell)",2,95.0,10,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Squat (Barbell)",3,95.0,10,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Front Squat (Barbell)",1,65.0,5,0,0,"",,
2020-07-03 16:25:48,"Legs",36m,"Front Squat (Barbell)",2,65.0,5,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Front Squat (Barbell)",3,65.0,5,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Deadlift (Barbell)",1,95.0,10,0,0,"",,
2020-07-03 16:25:48,"Legs",36m,"Deadlift (Barbell)",2,95.0,10,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Deadlift (Barbell)",3,95.0,10,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Lunge (Dumbbell)",1,45.0,10,0,0,"",,
2020-07-03 16:25:48,"Legs",36m,"Lunge (Dumbbell)",2,45.0,10,0,0,,,
2020-07-03 16:25:48,"Legs",36m,"Lunge (Dumbbell)",3,45.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Bench Press (Barbell)",1,95.0,2,0,0,"","PPL",
2020-07-05 20:22:30,"Push",36m,"Bench Press (Barbell)",2,95.0,2,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Bench Press (Barbell)",3,65.0,8,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Bench Press (Barbell)",4,65.0,8,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Bench Press (Barbell)",5,65.0,8,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Incline Bench Press (Barbell)",1,60.0,5,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Incline Bench Press (Barbell)",2,60.0,4,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Incline Bench Press (Barbell)",3,60.0,3,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Chest Fly (Dumbbell)",1,10.0,12,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Chest Fly (Dumbbell)",2,10.0,12,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Chest Fly (Dumbbell)",3,10.0,12,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Seated Overhead Press (Dumbbell)",1,20.0,10,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Seated Overhead Press (Dumbbell)",2,20.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Seated Overhead Press (Dumbbell)",3,20.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Reverse Fly (Dumbbell)",1,10.0,10,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Reverse Fly (Dumbbell)",2,10.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Reverse Fly (Dumbbell)",3,10.0,10,0,0,,,
2020-07-05 20:22:30,"Push",36m,"Skullcrusher (Dumbbell)",1,25.0,10,0,0,"",,
2020-07-05 20:22:30,"Push",36m,"Skullcrusher (Dumbbell)",2,25.0,10,0,0,,,
